image_path,resnet20_correct,resnet32_correct,shufflenetv2_x2_0_correct,vgg16_bn_correct,label
..\dataset\images\train_04588.png,1,1,1,1,0
..\dataset\images\train_31285.png,1,1,1,1,0
..\dataset\images\train_13079.png,1,1,1,1,0
..\dataset\images\train_42521.png,1,1,1,1,0
..\dataset\images\train_01850.png,1,1,1,1,0
..\dataset\images\train_03729.png,1,1,1,1,0
..\dataset\images\train_03048.png,1,1,1,1,0
..\dataset\images\train_37006.png,1,1,1,1,0
..\dataset\images\test_04346.png,1,1,1,1,0
..\dataset\images\test_08571.png,1,1,1,1,0
..\dataset\images\train_42482.png,1,1,1,1,0
..\dataset\images\train_05444.png,1,1,1,1,0
..\dataset\images\train_47493.png,1,1,1,1,0
..\dataset\images\test_02026.png,1,1,1,1,0
..\dataset\images\test_02750.png,1,1,1,1,0
..\dataset\images\train_26585.png,1,1,1,1,0
..\dataset\images\train_31556.png,1,1,1,1,0
..\dataset\images\train_20290.png,1,1,1,1,0
..\dataset\images\train_30610.png,1,1,1,1,0
..\dataset\images\train_46489.png,1,1,1,1,0
..\dataset\images\train_49656.png,1,1,1,1,0
..\dataset\images\train_26730.png,1,1,1,1,0
..\dataset\images\train_21365.png,1,1,1,1,0
..\dataset\images\train_11369.png,1,1,1,1,0
..\dataset\images\test_02378.png,1,1,1,1,0
..\dataset\images\train_30718.png,1,1,1,1,0
..\dataset\images\train_24462.png,1,1,1,1,0
..\dataset\images\test_07696.png,1,1,1,1,0
..\dataset\images\train_36344.png,1,1,1,1,0
..\dataset\images\train_20413.png,1,1,1,1,0
..\dataset\images\train_39831.png,1,1,1,1,0
..\dataset\images\train_30089.png,1,1,1,1,0
..\dataset\images\train_19738.png,1,1,1,1,0
..\dataset\images\train_26210.png,1,1,1,1,0
..\dataset\images\train_30648.png,1,1,1,1,0
..\dataset\images\train_20238.png,1,1,1,1,0
..\dataset\images\train_12652.png,1,1,1,1,0
..\dataset\images\train_31941.png,1,1,1,1,0
..\dataset\images\test_00042.png,1,1,1,1,0
..\dataset\images\test_03598.png,1,1,1,1,0
..\dataset\images\train_15806.png,1,1,1,1,0
..\dataset\images\train_01849.png,1,1,1,1,0
..\dataset\images\train_40222.png,1,1,1,1,0
..\dataset\images\test_07818.png,1,1,1,1,0
..\dataset\images\train_11359.png,1,1,1,1,0
..\dataset\images\train_32028.png,1,1,1,1,0
..\dataset\images\train_48725.png,1,1,1,1,0
..\dataset\images\train_43942.png,1,1,1,1,0
..\dataset\images\train_07292.png,1,1,1,1,0
..\dataset\images\train_00642.png,1,1,1,1,0
..\dataset\images\test_03190.png,1,1,1,1,0
..\dataset\images\train_48710.png,1,1,1,1,0
..\dataset\images\test_06392.png,1,1,1,1,0
..\dataset\images\train_09892.png,1,1,1,1,0
..\dataset\images\test_00379.png,1,1,1,1,0
..\dataset\images\train_32894.png,1,1,1,1,0
..\dataset\images\train_37442.png,1,1,1,1,0
..\dataset\images\test_01254.png,1,1,1,1,0
..\dataset\images\train_30205.png,1,1,1,1,0
..\dataset\images\train_34028.png,1,1,1,1,0
..\dataset\images\train_02108.png,1,1,1,1,0
..\dataset\images\train_02252.png,1,1,1,1,0
..\dataset\images\train_35754.png,1,1,1,1,0
..\dataset\images\train_12227.png,1,1,1,1,0
..\dataset\images\train_28688.png,1,1,1,1,0
..\dataset\images\train_00351.png,1,1,1,1,0
..\dataset\images\train_32180.png,1,1,1,1,0
..\dataset\images\train_20949.png,1,1,1,1,0
..\dataset\images\train_29524.png,1,1,1,1,0
..\dataset\images\train_46198.png,1,1,1,1,0
..\dataset\images\train_09127.png,1,1,1,1,0
..\dataset\images\test_01024.png,1,1,1,1,0
..\dataset\images\train_31918.png,1,1,1,1,0
..\dataset\images\train_18073.png,1,1,1,1,0
..\dataset\images\train_00956.png,1,1,1,1,0
..\dataset\images\train_49175.png,1,1,1,1,0
..\dataset\images\test_07103.png,1,1,1,1,0
..\dataset\images\test_00374.png,1,1,1,1,0
..\dataset\images\train_26738.png,1,1,1,1,0
..\dataset\images\train_03855.png,1,1,1,1,0
..\dataset\images\train_09241.png,1,1,1,1,0
..\dataset\images\train_17933.png,1,1,1,1,0
..\dataset\images\train_04835.png,1,1,1,1,0
..\dataset\images\train_07595.png,1,1,1,1,0
..\dataset\images\train_12006.png,1,1,1,1,0
..\dataset\images\train_33688.png,1,1,1,1,0
..\dataset\images\train_14521.png,1,1,1,1,0
..\dataset\images\train_49045.png,1,1,1,1,0
..\dataset\images\train_44092.png,1,1,1,1,0
..\dataset\images\train_49432.png,1,1,1,1,0
..\dataset\images\test_09724.png,1,1,1,1,0
..\dataset\images\train_21409.png,1,1,1,1,0
..\dataset\images\train_39836.png,1,1,1,1,0
..\dataset\images\train_21769.png,1,1,1,1,0
..\dataset\images\train_34601.png,1,1,1,1,0
..\dataset\images\train_22791.png,1,1,1,1,0
..\dataset\images\train_33362.png,1,1,1,1,0
..\dataset\images\train_27613.png,1,1,1,1,0
..\dataset\images\test_02243.png,1,1,1,1,0
..\dataset\images\train_47745.png,1,1,1,1,0
..\dataset\images\train_32455.png,1,1,1,1,0
..\dataset\images\train_10070.png,1,1,1,1,0
..\dataset\images\train_33254.png,1,1,1,1,0
..\dataset\images\train_35225.png,1,1,1,1,0
..\dataset\images\train_02601.png,1,1,1,1,0
..\dataset\images\train_22410.png,1,1,1,1,0
..\dataset\images\train_31210.png,1,1,1,1,0
..\dataset\images\train_05434.png,1,1,1,1,0
..\dataset\images\train_22736.png,1,1,1,1,0
..\dataset\images\train_09916.png,1,1,1,1,0
..\dataset\images\train_07022.png,1,1,1,1,0
..\dataset\images\train_07412.png,1,1,1,1,0
..\dataset\images\test_05878.png,1,1,1,1,0
..\dataset\images\train_34089.png,1,1,1,1,0
..\dataset\images\train_10466.png,1,1,1,1,0
..\dataset\images\train_12276.png,1,1,1,1,0
..\dataset\images\train_16531.png,1,1,1,1,0
..\dataset\images\train_49058.png,1,1,1,1,0
..\dataset\images\train_17547.png,1,1,1,1,0
..\dataset\images\train_23432.png,1,1,1,1,0
..\dataset\images\test_07261.png,1,1,1,1,0
..\dataset\images\test_06682.png,1,1,1,1,0
..\dataset\images\train_30075.png,1,1,1,1,0
..\dataset\images\train_19171.png,1,1,1,1,0
..\dataset\images\train_23267.png,1,1,1,1,0
..\dataset\images\train_22481.png,1,1,1,1,0
..\dataset\images\train_26576.png,1,1,1,1,0
..\dataset\images\train_06941.png,1,1,1,1,0
..\dataset\images\train_05074.png,1,1,1,1,0
..\dataset\images\test_00941.png,1,1,1,1,0
..\dataset\images\train_28646.png,1,1,1,1,0
..\dataset\images\train_02828.png,1,1,1,1,0
..\dataset\images\train_29144.png,1,1,1,1,0
..\dataset\images\train_43253.png,1,1,1,1,0
..\dataset\images\train_09796.png,1,1,1,1,0
..\dataset\images\train_17994.png,1,1,1,1,0
..\dataset\images\test_02864.png,1,1,1,1,0
..\dataset\images\train_11202.png,1,1,1,1,0
..\dataset\images\train_47799.png,1,1,1,1,0
..\dataset\images\train_35296.png,1,1,1,1,0
..\dataset\images\train_25806.png,1,1,1,1,0
..\dataset\images\test_05795.png,1,1,0,1,0
..\dataset\images\train_30013.png,1,1,1,1,0
..\dataset\images\train_01919.png,1,1,1,1,0
..\dataset\images\test_05407.png,0,1,1,0,1
..\dataset\images\train_23806.png,1,1,1,1,0
..\dataset\images\train_36766.png,1,1,1,1,0
..\dataset\images\train_13998.png,1,1,1,1,0
..\dataset\images\train_18995.png,1,1,1,1,0
..\dataset\images\train_32808.png,1,1,1,1,0
..\dataset\images\train_26796.png,1,1,1,1,0
..\dataset\images\train_45078.png,1,1,1,1,0
..\dataset\images\test_01085.png,1,1,1,1,0
..\dataset\images\train_46996.png,1,1,1,1,0
..\dataset\images\test_06239.png,1,1,1,1,0
..\dataset\images\train_22574.png,1,1,1,1,0
..\dataset\images\train_40901.png,1,1,1,1,0
..\dataset\images\train_02187.png,1,1,1,1,0
..\dataset\images\test_03707.png,1,1,1,1,0
..\dataset\images\train_27278.png,1,1,1,1,0
..\dataset\images\train_02517.png,1,1,1,1,0
..\dataset\images\train_03566.png,1,1,1,1,0
..\dataset\images\train_40670.png,1,1,1,1,0
..\dataset\images\train_29229.png,1,1,1,1,0
..\dataset\images\test_01729.png,1,1,1,1,0
..\dataset\images\train_24603.png,1,1,1,1,0
..\dataset\images\train_33331.png,1,1,1,1,0
..\dataset\images\train_46799.png,1,1,1,1,0
..\dataset\images\train_31137.png,1,1,1,1,0
..\dataset\images\train_30717.png,1,1,1,1,0
..\dataset\images\test_03024.png,1,1,1,1,0
..\dataset\images\train_19032.png,1,1,1,1,0
..\dataset\images\train_23341.png,1,1,1,1,0
..\dataset\images\train_19588.png,1,1,1,1,0
..\dataset\images\train_23940.png,1,1,1,1,0
..\dataset\images\train_34582.png,1,1,1,1,0
..\dataset\images\train_02545.png,1,1,1,1,0
..\dataset\images\test_02824.png,1,1,1,1,0
..\dataset\images\train_44371.png,1,1,1,1,0
..\dataset\images\train_24085.png,1,1,1,1,0
..\dataset\images\train_20957.png,1,1,1,1,0
..\dataset\images\train_29228.png,1,1,1,1,0
..\dataset\images\train_11659.png,1,1,1,1,0
..\dataset\images\train_19926.png,1,1,1,1,0
..\dataset\images\train_08373.png,1,1,1,1,0
..\dataset\images\test_00982.png,1,1,0,1,0
..\dataset\images\train_28874.png,1,1,1,1,0
..\dataset\images\train_18587.png,1,1,1,1,0
..\dataset\images\train_15998.png,1,1,1,1,0
..\dataset\images\train_09084.png,1,1,1,1,0
..\dataset\images\train_05292.png,1,1,1,1,0
..\dataset\images\train_24593.png,1,1,1,1,0
..\dataset\images\train_43678.png,1,1,1,1,0
..\dataset\images\test_03486.png,1,1,1,1,0
..\dataset\images\train_49325.png,1,1,1,1,0
..\dataset\images\train_42911.png,1,1,1,1,0
..\dataset\images\train_19856.png,1,1,1,1,0
..\dataset\images\test_02093.png,1,1,1,1,0
..\dataset\images\train_26223.png,1,1,1,1,0
..\dataset\images\train_47063.png,1,1,1,1,0
..\dataset\images\train_37240.png,1,1,1,1,0
..\dataset\images\train_26114.png,1,1,1,1,0
..\dataset\images\train_09224.png,1,1,1,1,0
..\dataset\images\train_23232.png,1,1,1,1,0
..\dataset\images\train_04971.png,1,1,1,1,0
..\dataset\images\train_43979.png,1,1,1,1,0
..\dataset\images\train_08820.png,1,1,1,1,0
..\dataset\images\train_38431.png,1,1,1,1,0
..\dataset\images\train_36472.png,1,1,1,1,0
..\dataset\images\test_03543.png,1,1,1,1,0
..\dataset\images\train_43877.png,1,1,1,1,0
..\dataset\images\train_04914.png,1,1,1,1,0
..\dataset\images\test_01687.png,1,1,1,1,0
..\dataset\images\train_29767.png,1,1,1,1,0
..\dataset\images\train_18944.png,1,1,1,1,0
..\dataset\images\train_21433.png,1,1,1,1,0
..\dataset\images\train_40826.png,1,1,1,1,0
..\dataset\images\train_11480.png,1,1,1,1,0
..\dataset\images\train_25050.png,1,1,1,1,0
..\dataset\images\train_22721.png,1,1,1,1,0
..\dataset\images\train_24305.png,1,1,1,1,0
..\dataset\images\train_11541.png,1,1,1,1,0
..\dataset\images\train_42798.png,1,1,1,1,0
..\dataset\images\train_47907.png,1,1,1,1,0
..\dataset\images\train_09031.png,1,1,1,1,0
..\dataset\images\train_04536.png,1,1,1,1,0
..\dataset\images\test_02137.png,1,1,1,1,0
..\dataset\images\train_06471.png,1,1,1,1,0
..\dataset\images\train_34047.png,1,1,1,1,0
..\dataset\images\train_22246.png,1,1,1,1,0
..\dataset\images\train_38426.png,1,1,1,1,0
..\dataset\images\train_17174.png,1,1,1,1,0
..\dataset\images\train_31375.png,1,1,1,1,0
..\dataset\images\train_47366.png,1,1,1,1,0
..\dataset\images\train_25511.png,1,1,1,1,0
..\dataset\images\train_27391.png,1,1,1,1,0
..\dataset\images\train_02889.png,1,1,1,1,0
..\dataset\images\train_22179.png,1,1,1,1,0
..\dataset\images\train_30878.png,1,1,1,1,0
..\dataset\images\train_17228.png,1,1,1,1,0
..\dataset\images\test_00180.png,1,1,1,1,0
..\dataset\images\train_41351.png,1,1,1,1,0
..\dataset\images\train_44814.png,1,1,1,1,0
..\dataset\images\train_43805.png,1,1,1,1,0
..\dataset\images\train_12655.png,1,1,1,1,0
..\dataset\images\train_08425.png,1,1,1,1,0
..\dataset\images\train_25400.png,1,1,1,1,0
..\dataset\images\train_19757.png,1,1,1,1,0
..\dataset\images\train_35484.png,1,1,1,1,0
..\dataset\images\train_49100.png,1,1,1,1,0
..\dataset\images\train_18800.png,1,1,1,1,0
..\dataset\images\train_16272.png,1,1,1,1,0
..\dataset\images\test_02806.png,1,1,1,1,0
..\dataset\images\test_06212.png,1,1,1,1,0
..\dataset\images\train_39950.png,1,1,1,1,0
..\dataset\images\train_33992.png,1,1,1,1,0
..\dataset\images\train_09247.png,1,1,1,1,0
..\dataset\images\train_27945.png,1,1,1,1,0
..\dataset\images\train_17140.png,1,1,1,1,0
..\dataset\images\train_02183.png,1,1,1,1,0
..\dataset\images\train_10869.png,1,1,1,1,0
..\dataset\images\train_17905.png,1,1,1,1,0
..\dataset\images\test_09195.png,1,1,1,1,0
..\dataset\images\train_01676.png,1,1,1,1,0
..\dataset\images\train_02033.png,1,1,1,1,0
..\dataset\images\train_42982.png,1,1,1,1,0
..\dataset\images\train_30403.png,1,1,1,1,0
..\dataset\images\train_09684.png,1,1,1,1,0
..\dataset\images\train_27718.png,1,1,1,1,0
..\dataset\images\train_11758.png,1,1,1,1,0
..\dataset\images\train_45580.png,1,1,1,1,0
..\dataset\images\test_08567.png,1,1,1,1,0
..\dataset\images\train_45323.png,1,1,1,1,0
..\dataset\images\train_03483.png,1,1,1,1,0
..\dataset\images\train_27442.png,1,1,1,1,0
..\dataset\images\test_08718.png,1,1,1,1,0
..\dataset\images\train_21998.png,1,1,1,1,0
..\dataset\images\train_10043.png,1,1,1,1,0
..\dataset\images\train_00748.png,1,1,1,1,0
..\dataset\images\train_01981.png,1,1,1,1,0
..\dataset\images\test_01394.png,0,1,1,1,1
..\dataset\images\train_34852.png,1,1,1,1,0
..\dataset\images\train_35865.png,1,1,1,1,0
..\dataset\images\train_06955.png,1,1,1,1,0
..\dataset\images\test_05728.png,1,1,1,1,0
..\dataset\images\train_34920.png,1,1,1,1,0
..\dataset\images\train_34498.png,1,1,1,1,0
..\dataset\images\train_03264.png,1,1,1,1,0
..\dataset\images\train_20374.png,1,1,1,1,0
..\dataset\images\train_26084.png,1,1,1,1,0
..\dataset\images\train_16584.png,1,1,1,1,0
..\dataset\images\train_33063.png,1,1,1,1,0
..\dataset\images\train_47798.png,1,1,1,1,0
..\dataset\images\train_27892.png,1,1,1,1,0
..\dataset\images\train_47411.png,1,1,1,1,0
..\dataset\images\train_30516.png,1,1,1,1,0
..\dataset\images\train_37364.png,1,1,1,1,0
..\dataset\images\test_01262.png,1,1,1,1,0
..\dataset\images\train_17061.png,1,1,1,1,0
..\dataset\images\test_04222.png,1,1,1,1,0
..\dataset\images\train_17379.png,1,1,1,1,0
..\dataset\images\train_31423.png,1,1,1,1,0
..\dataset\images\train_17736.png,1,1,1,1,0
..\dataset\images\test_06075.png,1,1,1,1,0
..\dataset\images\train_23947.png,1,1,1,1,0
..\dataset\images\train_49610.png,1,1,1,1,0
..\dataset\images\train_10560.png,1,1,1,1,0
..\dataset\images\test_03175.png,1,1,1,1,0
..\dataset\images\train_03595.png,1,1,1,1,0
..\dataset\images\train_42100.png,1,1,1,1,0
..\dataset\images\train_11784.png,1,1,1,1,0
..\dataset\images\train_33902.png,1,1,1,1,0
..\dataset\images\train_21419.png,1,1,1,1,0
..\dataset\images\train_33622.png,1,1,1,1,0
..\dataset\images\train_07549.png,1,1,1,1,0
..\dataset\images\train_09583.png,1,1,1,1,0
..\dataset\images\train_49563.png,1,1,1,1,0
..\dataset\images\test_09808.png,1,1,1,1,0
..\dataset\images\test_08766.png,1,1,1,1,0
..\dataset\images\train_21236.png,1,1,1,1,0
..\dataset\images\train_41948.png,1,1,1,1,0
..\dataset\images\train_08153.png,1,1,1,1,0
..\dataset\images\train_18863.png,1,1,1,1,0
..\dataset\images\train_20262.png,1,1,1,1,0
..\dataset\images\test_07606.png,1,1,1,1,0
..\dataset\images\test_03591.png,1,1,1,1,0
..\dataset\images\test_06587.png,1,1,1,1,0
..\dataset\images\test_08233.png,1,1,1,1,0
..\dataset\images\test_06922.png,1,1,1,1,0
..\dataset\images\train_35862.png,1,1,1,1,0
..\dataset\images\train_46934.png,1,1,1,1,0
..\dataset\images\test_09298.png,1,1,1,1,0
..\dataset\images\train_14644.png,1,1,1,1,0
..\dataset\images\train_30100.png,1,1,1,1,0
..\dataset\images\train_02833.png,1,1,1,1,0
..\dataset\images\test_00947.png,1,1,1,1,0
..\dataset\images\train_13758.png,1,1,1,1,0
..\dataset\images\train_06625.png,1,1,1,1,0
..\dataset\images\train_45565.png,1,1,1,1,0
..\dataset\images\train_19444.png,1,1,1,1,0
..\dataset\images\train_23189.png,1,1,1,1,0
..\dataset\images\train_16536.png,1,1,1,1,0
..\dataset\images\train_16944.png,1,1,1,1,0
..\dataset\images\train_29424.png,1,1,1,1,0
..\dataset\images\train_39566.png,1,1,1,1,0
..\dataset\images\train_10641.png,1,1,1,1,0
..\dataset\images\train_43968.png,1,1,1,1,0
..\dataset\images\train_36584.png,1,1,1,1,0
..\dataset\images\train_17201.png,1,1,1,1,0
..\dataset\images\train_43733.png,1,1,1,1,0
..\dataset\images\train_34497.png,1,1,1,1,0
..\dataset\images\train_33335.png,1,1,1,1,0
..\dataset\images\train_44393.png,1,1,1,1,0
..\dataset\images\test_02813.png,1,1,1,1,0
..\dataset\images\train_09977.png,1,1,1,1,0
..\dataset\images\train_39051.png,1,1,1,1,0
..\dataset\images\train_14297.png,1,1,1,1,0
..\dataset\images\train_23071.png,1,1,1,1,0
..\dataset\images\train_01825.png,1,1,1,1,0
..\dataset\images\train_00082.png,1,1,1,1,0
..\dataset\images\train_27009.png,1,1,1,1,0
..\dataset\images\test_05289.png,1,1,1,1,0
..\dataset\images\train_23083.png,1,1,1,1,0
..\dataset\images\train_04901.png,1,1,1,1,0
..\dataset\images\train_35956.png,1,1,1,1,0
..\dataset\images\train_37091.png,1,1,1,1,0
..\dataset\images\train_30453.png,1,1,1,1,0
..\dataset\images\train_28151.png,1,1,1,1,0
..\dataset\images\train_06491.png,1,1,1,1,0
..\dataset\images\train_21869.png,1,1,1,1,0
..\dataset\images\test_03855.png,1,1,1,1,0
..\dataset\images\test_05823.png,1,1,1,1,0
..\dataset\images\train_45540.png,1,1,1,1,0
..\dataset\images\train_26381.png,1,1,1,1,0
..\dataset\images\train_19510.png,1,1,1,1,0
..\dataset\images\train_48942.png,1,1,1,1,0
..\dataset\images\train_41717.png,1,1,1,1,0
..\dataset\images\test_00535.png,1,1,1,1,0
..\dataset\images\train_46955.png,1,1,1,1,0
..\dataset\images\train_44397.png,1,1,1,1,0
..\dataset\images\train_45693.png,1,1,1,1,0
..\dataset\images\train_09108.png,1,1,1,1,0
..\dataset\images\test_02380.png,1,1,1,1,0
..\dataset\images\train_02876.png,1,1,1,1,0
..\dataset\images\train_49145.png,1,1,1,1,0
..\dataset\images\train_47320.png,1,1,1,1,0
..\dataset\images\train_18021.png,1,1,1,1,0
..\dataset\images\train_28470.png,1,1,1,1,0
..\dataset\images\test_04006.png,1,1,1,1,0
..\dataset\images\train_27963.png,1,1,1,1,0
..\dataset\images\train_21321.png,1,1,1,1,0
..\dataset\images\train_35544.png,1,1,1,1,0
..\dataset\images\train_29209.png,1,1,1,1,0
..\dataset\images\train_04992.png,1,1,1,1,0
..\dataset\images\train_46635.png,1,1,1,1,0
..\dataset\images\train_43758.png,1,1,1,1,0
..\dataset\images\train_14444.png,1,1,1,1,0
..\dataset\images\train_05808.png,1,1,1,1,0
..\dataset\images\train_36587.png,1,1,1,1,0
..\dataset\images\train_39733.png,1,1,1,1,0
..\dataset\images\train_19644.png,1,1,1,1,0
..\dataset\images\train_24219.png,1,1,1,1,0
..\dataset\images\train_49078.png,1,1,1,1,0
..\dataset\images\train_04316.png,1,1,1,1,0
..\dataset\images\train_49189.png,1,1,1,1,0
..\dataset\images\train_30843.png,1,1,1,1,0
..\dataset\images\train_18488.png,1,1,1,1,0
..\dataset\images\train_39696.png,1,1,1,1,0
..\dataset\images\train_45129.png,1,1,1,1,0
..\dataset\images\train_11682.png,1,1,1,1,0
..\dataset\images\train_46963.png,1,1,1,1,0
..\dataset\images\train_07421.png,1,1,1,1,0
..\dataset\images\train_23086.png,1,1,1,1,0
..\dataset\images\train_48406.png,1,1,1,1,0
..\dataset\images\train_06196.png,1,1,1,1,0
..\dataset\images\train_08447.png,1,1,1,1,0
..\dataset\images\train_37774.png,1,1,1,1,0
..\dataset\images\test_09278.png,1,1,1,1,0
..\dataset\images\train_13119.png,1,1,1,1,0
..\dataset\images\train_34992.png,1,1,1,1,0
..\dataset\images\train_35875.png,1,1,1,1,0
..\dataset\images\train_07272.png,1,1,1,1,0
..\dataset\images\test_09763.png,1,1,1,1,0
..\dataset\images\train_11278.png,1,1,1,1,0
..\dataset\images\train_07520.png,1,1,1,1,0
..\dataset\images\train_39217.png,1,1,1,1,0
..\dataset\images\test_05669.png,1,1,1,1,0
..\dataset\images\train_07082.png,1,1,1,1,0
..\dataset\images\train_49442.png,1,1,1,1,0
..\dataset\images\train_13518.png,1,1,1,1,0
..\dataset\images\train_39265.png,1,1,1,1,0
..\dataset\images\train_37636.png,1,1,1,1,0
..\dataset\images\train_33163.png,1,1,1,1,0
..\dataset\images\train_06556.png,1,1,1,1,0
..\dataset\images\train_05560.png,1,1,1,1,0
..\dataset\images\train_15601.png,1,1,1,1,0
..\dataset\images\train_37706.png,1,1,1,1,0
..\dataset\images\test_07615.png,1,1,1,1,0
..\dataset\images\test_03915.png,1,1,1,1,0
..\dataset\images\test_03340.png,1,1,1,1,0
..\dataset\images\train_29824.png,1,1,1,1,0
..\dataset\images\train_45326.png,1,1,1,1,0
..\dataset\images\train_06273.png,1,1,1,1,0
..\dataset\images\train_39232.png,1,1,1,1,0
..\dataset\images\train_00313.png,1,1,1,1,0
..\dataset\images\train_31387.png,1,1,1,1,0
..\dataset\images\train_21724.png,1,1,1,1,0
..\dataset\images\train_42218.png,1,1,1,1,0
..\dataset\images\train_30494.png,1,1,1,1,0
..\dataset\images\train_47135.png,1,1,1,1,0
..\dataset\images\train_13639.png,1,1,1,1,0
..\dataset\images\train_15605.png,1,1,1,1,0
..\dataset\images\train_09609.png,1,1,1,1,0
..\dataset\images\train_02641.png,1,1,1,1,0
..\dataset\images\test_04637.png,1,1,1,1,0
..\dataset\images\train_01703.png,1,1,1,1,0
..\dataset\images\train_08850.png,1,1,1,1,0
..\dataset\images\test_08493.png,1,1,1,1,0
..\dataset\images\train_48344.png,1,1,1,1,0
..\dataset\images\train_14724.png,1,1,1,1,0
..\dataset\images\test_03908.png,1,1,1,1,0
..\dataset\images\train_04484.png,1,1,1,1,0
..\dataset\images\train_41511.png,1,1,1,1,0
..\dataset\images\train_27774.png,1,1,1,1,0
..\dataset\images\train_49136.png,1,1,1,1,0
..\dataset\images\train_23874.png,1,1,1,1,0
..\dataset\images\train_31026.png,1,1,1,1,0
..\dataset\images\train_12076.png,1,1,1,1,0
..\dataset\images\train_30012.png,1,1,1,1,0
..\dataset\images\train_30157.png,1,1,1,1,0
..\dataset\images\train_06833.png,1,1,1,1,0
..\dataset\images\train_34848.png,1,1,1,1,0
..\dataset\images\train_49318.png,1,1,1,1,0
..\dataset\images\train_28110.png,1,1,1,1,0
..\dataset\images\train_48343.png,1,1,1,1,0
..\dataset\images\train_02534.png,1,1,1,1,0
..\dataset\images\train_16592.png,1,1,1,1,0
..\dataset\images\train_11788.png,1,1,1,1,0
..\dataset\images\train_14651.png,1,1,1,1,0
..\dataset\images\train_00634.png,1,1,1,1,0
..\dataset\images\train_23673.png,1,1,1,1,0
..\dataset\images\train_20270.png,1,1,1,1,0
..\dataset\images\train_46082.png,1,1,1,1,0
..\dataset\images\train_13263.png,1,1,1,1,0
..\dataset\images\train_36617.png,1,1,1,1,0
..\dataset\images\test_05262.png,1,1,1,1,0
..\dataset\images\train_10533.png,1,1,1,1,0
..\dataset\images\train_31098.png,1,1,1,1,0
..\dataset\images\train_01398.png,1,1,1,1,0
..\dataset\images\train_28046.png,1,1,1,1,0
..\dataset\images\test_07532.png,1,1,1,1,0
..\dataset\images\train_29654.png,1,1,1,1,0
..\dataset\images\train_16661.png,1,1,1,1,0
..\dataset\images\train_30540.png,1,1,1,1,0
..\dataset\images\train_17119.png,1,1,1,1,0
..\dataset\images\train_30859.png,1,1,1,1,0
..\dataset\images\train_42086.png,1,1,1,1,0
..\dataset\images\train_08088.png,1,1,1,1,0
..\dataset\images\train_39903.png,1,1,1,1,0
..\dataset\images\train_33089.png,1,1,1,1,0
..\dataset\images\train_46553.png,1,1,1,1,0
..\dataset\images\train_11347.png,1,1,1,1,0
..\dataset\images\train_08209.png,1,1,1,1,0
..\dataset\images\train_11410.png,1,1,1,1,0
..\dataset\images\train_43530.png,1,1,1,1,0
..\dataset\images\train_08245.png,1,1,1,1,0
..\dataset\images\train_46293.png,1,1,1,1,0
..\dataset\images\train_43261.png,1,1,1,1,0
..\dataset\images\test_05931.png,1,1,1,1,0
..\dataset\images\train_40906.png,1,1,1,1,0
..\dataset\images\train_00257.png,1,1,1,1,0
..\dataset\images\train_48148.png,1,1,1,1,0
..\dataset\images\train_48109.png,1,1,1,1,0
..\dataset\images\train_18762.png,1,1,1,1,0
..\dataset\images\train_09755.png,1,1,1,1,0
..\dataset\images\train_24016.png,1,1,1,1,0
..\dataset\images\train_01276.png,1,1,1,1,0
..\dataset\images\train_27075.png,1,1,1,1,0
..\dataset\images\train_19780.png,1,1,1,1,0
..\dataset\images\train_20601.png,1,1,1,1,0
..\dataset\images\train_04274.png,1,1,1,1,0
..\dataset\images\train_25273.png,1,1,1,1,0
..\dataset\images\train_32347.png,1,1,1,1,0
..\dataset\images\train_30052.png,1,1,1,1,0
..\dataset\images\test_08008.png,1,1,1,1,0
..\dataset\images\train_39005.png,1,1,1,1,0
..\dataset\images\train_24519.png,1,1,1,1,0
..\dataset\images\train_17477.png,1,1,1,1,0
..\dataset\images\test_08137.png,1,1,1,1,0
..\dataset\images\train_24808.png,1,1,1,1,0
..\dataset\images\train_03629.png,1,1,1,1,0
..\dataset\images\train_24945.png,1,1,1,1,0
..\dataset\images\test_03111.png,1,1,1,1,0
..\dataset\images\train_23075.png,1,1,1,1,0
..\dataset\images\train_35498.png,1,1,1,1,0
..\dataset\images\train_24804.png,1,1,1,1,0
..\dataset\images\train_44289.png,1,1,1,1,0
..\dataset\images\train_11877.png,1,1,1,1,0
..\dataset\images\train_38972.png,1,1,1,1,0
..\dataset\images\train_15983.png,1,1,1,1,0
..\dataset\images\train_05490.png,1,1,1,1,0
..\dataset\images\train_28595.png,1,1,1,1,0
..\dataset\images\train_10876.png,1,1,1,1,0
..\dataset\images\train_30400.png,1,1,1,1,0
..\dataset\images\train_29587.png,1,1,1,1,0
..\dataset\images\train_11131.png,1,1,1,1,0
..\dataset\images\train_35826.png,1,1,1,1,0
..\dataset\images\train_19073.png,1,1,1,1,0
..\dataset\images\train_45274.png,1,1,1,1,0
..\dataset\images\train_41037.png,1,1,1,1,0
..\dataset\images\train_48115.png,1,1,1,1,0
..\dataset\images\test_08607.png,1,1,1,1,0
..\dataset\images\train_07017.png,1,1,1,1,0
..\dataset\images\train_46026.png,1,1,1,1,0
..\dataset\images\test_08897.png,1,1,1,1,0
..\dataset\images\train_47115.png,1,1,1,1,0
..\dataset\images\train_45087.png,1,1,1,1,0
..\dataset\images\train_15401.png,1,1,1,1,0
